month_end,Size_Quintile1,Size_Quintile2,Size_Quintile3,Size_Quintile4,Size_Quintile5,BM_Quintile1,BM_Quintile2,BM_Quintile3,BM_Quintile4,BM_Quintile5,ProfitGPM_Quintile1,ProfitGPM_Quintile2,ProfitGPM_Quintile3,ProfitGPM_Quintile4,ProfitGPM_Quintile5,AssetGrowth_Quintile1,AssetGrowth_Quintile2,AssetGrowth_Quintile3,AssetGrowth_Quintile4,AssetGrowth_Quintile5,SalesGrowth_Quintile1,SalesGrowth_Quintile2,SalesGrowth_Quintile3,SalesGrowth_Quintile4,SalesGrowth_Quintile5,EVtoEBITDA_Quintile1,EVtoEBITDA_Quintile2,EVtoEBITDA_Quintile3,EVtoEBITDA_Quintile4,EVtoEBITDA_Quintile5,ROE_Quintile1,ROE_Quintile2,ROE_Quintile3,ROE_Quintile4,ROE_Quintile5,ROA_Quintile1,ROA_Quintile2,ROA_Quintile3,ROA_Quintile4,ROA_Quintile5,PS_Quintile1,PS_Quintile2,PS_Quintile3,PS_Quintile4,PS_Quintile5,EVSales_Quintile1,EVSales_Quintile2,EVSales_Quintile3,EVSales_Quintile4,EVSales_Quintile5,FCFYield_Quintile1,FCFYield_Quintile2,FCFYield_Quintile3,FCFYield_Quintile4,FCFYield_Quintile5,EPSGrowth_Quintile1,EPSGrowth_Quintile2,EPSGrowth_Quintile3,EPSGrowth_Quintile4,EPSGrowth_Quintile5,OCFGrowth_Quintile1,OCFGrowth_Quintile2,OCFGrowth_Quintile3,OCFGrowth_Quintile4,OCFGrowth_Quintile5,NetMargin_Quintile1,NetMargin_Quintile2,NetMargin_Quintile3,NetMargin_Quintile4,NetMargin_Quintile5,OpMargin_Quintile1,OpMargin_Quintile2,OpMargin_Quintile3,OpMargin_Quintile4,OpMargin_Quintile5,EBITDAMargin_Quintile1,EBITDAMargin_Quintile2,EBITDAMargin_Quintile3,EBITDAMargin_Quintile4,EBITDAMargin_Quintile5,DebtEquity_Quintile1,DebtEquity_Quintile2,DebtEquity_Quintile3,DebtEquity_Quintile4,DebtEquity_Quintile5,CurrentRatio_Quintile1,CurrentRatio_Quintile2,CurrentRatio_Quintile3,CurrentRatio_Quintile4,CurrentRatio_Quintile5,EarnYield_Quintile1,EarnYield_Quintile2,EarnYield_Quintile3,EarnYield_Quintile4,EarnYield_Quintile5,ROIC_Quintile1,ROIC_Quintile2,ROIC_Quintile3,ROIC_Quintile4,ROIC_Quintile5
2012-07-31,0.05102638918049995,-0.015758212756142337,0.02630961500155013,0.00597541312828234,0.009678055879355711,-0.014052012828600548,-0.0015314383147776722,0.029021673455301843,0.029265815879863828,0.023676973986047685,0.01802328870559003,0.03969478291915343,0.009856270447621144,0.011412770378401974,-0.010686337793527663,0.0005571646114597101,0.026065287367215494,-0.015836379645433364,0.012509359772612394,0.05857069227853238,0.027251361806999125,-0.0002913779461155373,0.0017760488356271674,0.009061321381445102,0.04587885836263047,-0.0820559384144052,0.023547170029822873,0.04725809360978189,0.0351220398277855,-0.035256091668798506,-0.07205743239234556,0.005748504931945371,0.04748318463087614,0.013264015610015036,0.041681134574667364,-0.06767239349817489,0.032875760681499576,-0.0005795797913950734,0.04613652278371989,0.033852870456230796,0.05861560105103543,0.02126628132527249,-0.029421343172260882,0.036172210185829924,-0.04655826695424716,0.05636182079413051,0.018914143753613256,-0.042995084634158943,0.039689769509566625,-0.04553729499343857,-0.10833031002306537,0.004254749167287633,0.04021638883827527,0.05133519895128996,-0.007822151408806183,-0.040124297474087765,0.0421877131311799,-0.014988561750233251,0.04353856618234975,0.013676406607182674,0.0066045110881853344,0.016491639367657004,-0.02227304344910126,0.06003538020769837,0.023125894971940383,-0.06618311066133409,0.0357649044172239,-0.01036631434980529,-0.024613015656251187,0.06344214758953848,-0.029293651623589677,-0.011191586379540297,0.019686472736061375,0.0443273630745906,0.03622524474410796,-0.03015276083580075,0.020268870573443492,-0.009569835378007456,0.03394109279565654,0.044088474434227566,0.030153025415577604,0.009101353411336822,-0.028903081511873898,0.035882894145592086,0.03895007226835776,0.03493389517274742,0.01576995178132531,0.022509664856130714,0.02966221061148566,-0.11786743865131083,-0.07113849954752803,-0.04259017792127662,0.03481859689251734,0.05685811840079658,0.004502037330920019,-0.06107396064750487,0.014806355689280348,0.03125823721288699,0.030240975610025485,0.04309730495771239
2012-08-31,0.07545613365540675,0.0251701086344928,0.014716872971564411,0.015236258626838452,0.03674096022140605,0.04043210818275863,0.06414159347459372,0.029693462989009437,0.044043304849566554,0.016217788787784227,0.015803218829807675,0.06947096892642611,0.00011573053506767905,0.04658640228006839,0.035546821696802254,0.02208577084202272,0.0061879579960092326,0.03839644866889544,0.04696649940920067,0.07288484855906105,0.05221032850718457,0.06416518212083903,0.029131666207778815,0.06616323096086874,-0.04635061956519365,-0.014660276333008829,0.02071162006102112,0.07315156577968178,0.021684004980560622,0.03950988804344732,0.021893475824471535,0.020933880499170405,0.06213468820930923,0.004670929395329935,0.07073462847044744,0.017856232750069156,0.0023008845589453063,0.06634146027447697,0.04208709824679757,0.07209207206385068,-0.008244625290139723,0.013501227417858638,0.05929048319372509,0.07029341943924283,-0.026936769673372205,-0.004273441525347702,0.0250265117281242,0.05530639379436829,0.06830489090002662,-0.017834337008980263,-0.005827612629456586,0.02322727057500497,0.03678314932293906,0.07205169298633476,0.04146141839041881,0.011644566904657283,0.08811696692248697,0.010129735583117376,0.012745999895820417,0.01273825853868657,-0.02194269185556283,0.06261621247999061,0.09696605853674556,0.005784373862304073,0.03211298746066131,0.021252042548376763,-0.00378703178108279,0.04348119483893414,0.047994657673476646,0.06742239280839793,0.006944751325405018,0.017836255389285013,0.032858015982467556,0.06490670621997963,0.059975167855954095,-0.014485001062809347,0.027057263715426494,0.025980605731628102,0.0783414908617023,0.056554894310916114,0.07545554940583754,0.03220941665859236,0.07474750434478221,0.001130044542899833,0.010237509010219739,0.007467265399978913,0.020279239895779868,0.0632089275556124,0.06747713687036996,0.01730784150918439,0.022321361879090278,0.011191728477399555,0.018326304844024692,0.06145177445006067,0.043161982449950155,0.018455029455268817,0.02242222709365046,0.03262448808302519,0.04524494584047319,0.07138780207409379
2012-09-30,0.04430360159130802,-0.024233506424975373,0.0037475413878562524,-0.0018872748091255912,0.02712044466892401,0.010640343327918042,0.008096320422804924,0.0038857985761005386,0.030663691520651633,0.019997535672294252,0.017874251541894627,0.007075941158596922,0.0520958699147558,-0.001757137181869605,0.0024035425231737316,-0.017149826988214524,-0.003070993265541791,0.004206848317174689,0.03947582663806315,0.0022591472997668754,0.006408933138153881,0.0048279907944529165,-0.023946581530271207,0.02438409201350159,0.0729735834971116,0.08369395372345365,-0.014826077810231071,0.005329252655043496,0.05704035341936538,-0.01160359074552626,0.013882723883139771,0.06535066185604066,0.0008130246046826979,-0.015796468989224613,0.010073532288751942,0.012403753259489525,0.014861945644644065,0.0028515767016033624,0.040659206889283726,0.0033139874425396933,0.012525301277251226,0.006143936050423167,-0.02433641242040424,0.026969186682174844,0.047074095235029895,0.01610252628207615,0.006109084562913049,-0.030061501717339505,0.025686909980933134,0.047074095235029895,0.08795874555516713,0.0032709001689020163,0.03277703760170575,-0.013043774288753598,-0.006822601847252632,0.013950482840428035,0.033344653323582385,-0.03061400552959749,0.013181017688980112,0.012459808391909608,0.053918624015141844,0.026383465069704824,0.0038170161575658123,-0.02807178695771087,0.01656180437936734,0.012833735388286721,0.02233412864199855,-0.00857112840302982,0.03361799230384883,0.0031189474436608823,0.012705139467564667,0.0099165453445439,-0.0037948277966034323,0.059901582204798756,-0.009824570746870643,0.04214934944657423,-0.015151772868177963,0.061209985051819855,-0.037460766730459186,0.013638850176922526,0.0065869402735341835,0.048382814097759644,-0.01945435152283112,0.017632405370610914,0.009560757399320044,0.012921613329633303,0.023808983018697112,-3.963640543153558e-05,0.01956668346108994,-0.009726116064229798,0.012833735388286721,0.07457220675557491,0.008179518414776203,0.009685420459870352,-0.020495911232838143,0.00933987897426743,0.014343061809092894,0.04766704887414104,-0.0032310184102687313,0.0031439723732619414
2012-10-31,-0.031795427157979075,-0.0004961755431195923,-0.04060153974555765,0.0019107884721747733,-0.04586427060123201,-0.06256236828392633,-0.06976415632112803,-0.046427313675709556,-0.029078176090987003,-0.020097384031284988,-0.011807082208345402,-0.08153742049263255,-0.07024326517046058,-0.033738512536003,-0.028172316237650347,-0.026506783119872306,-0.020123156823928193,-0.028273207235251265,-0.05697524009667051,-0.08657194936815195,-0.04158770172280732,-0.024465352606561776,-0.009995409857373884,-0.06558692609388354,-0.08352921258517541,-0.01476638982002209,-0.004775853842365759,-0.021780920006604094,-0.08638177956793373,-0.049922039368819546,-0.05664368812634496,-0.07359967152201716,-0.02604429174011678,-0.050111113141433794,-0.022800242287494818,-0.0421058976575051,0.0028637206884802938,-0.04846046434906652,-0.01840790831471408,-0.07556199433725712,0.0130903759460309,-0.0013843904694188348,-0.05466984158537663,-0.07746466220881208,-0.04387067997989316,0.01206551271206844,-0.037183069610137835,-0.024731724827350976,-0.07529306769840448,-0.04387067997989316,0.04564993561118545,-0.08471892615865628,-0.05202142012521559,-0.004072543635221541,-0.0378845591855676,-0.05800942346787163,-0.09268004744513185,-0.00837686136727042,0.0002588839977711952,-0.021006398088738207,-0.010998256550511154,-0.10017493690345115,-0.015178073699417384,-0.038862564587653685,-0.02460174473173546,-0.04169526782177113,0.005249970443601783,-0.007456518093254807,-0.0926906420154939,-0.028889023776483152,-0.01415347287183903,-0.008113959575627664,-0.01064359592585887,-0.09238042877930683,-0.03141950809838708,-0.023763604150557158,-0.01742035451126996,-0.07357458346997037,-0.08402864623891296,-0.016453319047858024,-0.09458921334724849,-0.06584924743783285,-0.0378857423093081,0.011171365720064623,0.0013474665054343618,-0.0028233735559076967,0.001996556582776834,-0.08541408601842966,-0.06765239511743715,-0.032705476724265124,-0.04497208090854955,-0.0868415254107797,-0.07522426590502271,-0.014070296804139166,-0.016589457231679733,-0.03508309636382851,0.008118979033184771,-0.07277115961123123,-0.014294484582336373,-0.09046539782003957
2012-11-30,0.027741460643878585,0.01508633706461629,0.0018153378609397446,0.015562346774051111,0.014716331030384375,0.07090465502599351,-0.003062609334040958,0.0035773359862551167,-0.0034979327624278635,0.016267538427419584,0.0014676999193319502,-0.016691642544991645,0.020103488279368743,0.018227469690833074,0.025727197510167166,-0.0013434691390056975,-0.011002194262016715,-0.007849140612884538,0.019770161643058892,0.0260813988600302,-0.04377912490042404,-0.026492705631713,0.0029243998228987954,0.031981767325521444,0.02456886833133243,-0.0380006597565639,0.025574554588362844,-0.02741239148232926,0.0002402077560539886,0.060027701057410315,0.10507627203234508,0.012639912465881167,0.03202696027398133,-0.026880204406929745,0.04642789450336802,0.1121507677308215,-0.02399817489305256,0.006642727349162279,0.029332871253263892,-0.018893223635188843,-0.02760464614507434,-0.0015108826585485463,0.024387855170440093,-0.004487939300759734,0.10904657414693603,-0.01475257862763555,0.00739524455351517,0.010020174216624536,-0.005766454313209615,0.09536984976229523,0.04843295881923828,0.0209308325251874,0.005052465750957831,0.01593178145060118,-0.02634811282029558,0.02913255395232528,0.0032069004206387646,-0.0008550037632298345,-0.00016612992539220828,0.06959239287910304,0.025367854992944784,0.006889058405754401,-0.020215862167642314,0.06309924948030228,0.017998621343191093,0.1121507677308215,-0.028163876398181017,0.013065940642238693,0.029061925835115788,-0.015282671780582935,0.0542300710278357,-0.036136327557626864,0.01735219642492735,0.03357930038745896,-0.007820526509168644,0.003129230973353523,0.0036962312470807095,0.032604404137800025,0.0066514414819549665,0.003009609541252619,0.009969834756291165,0.028376508009950507,-0.007142570545121222,-0.010322516911140068,0.008176352138740878,-0.00675047235355801,0.014808935111607038,-0.020034485612114843,0.019368656739122404,0.11224852694101173,0.1121507677308215,0.030444326508820767,-0.0018522658725123352,-0.024185576946538077,0.0020289137868831943,0.11570423045311612,-0.0248331904765191,0.03775265223353522,-0.03035570895015004,0.003354889776502322
2012-12-31,0.039205234296232405,0.03940495267672308,0.03129915318291215,0.010256835519813304,-0.00487052827971767,-0.0002804713753708915,-0.0588204646373619,-0.006298942515538234,0.01832304291862846,0.019784216266372313,-0.013767528804164157,-0.06174774733242485,0.002344314674795834,0.014053304115327347,-0.010674665623399183,0.03327654896250022,0.006658007653579405,0.00963558315013165,-0.010036430971016672,-0.06530210562180727,0.01690379407080633,0.008162848978360311,-0.006775541362156436,-0.0031925305124256703,-0.05919602425251446,0.03195265521959712,0.03311757290161285,-0.021494335411207148,-0.03405657353366754,-0.012185924170480068,0.014346446058110137,-0.003419365319035714,-0.0052531114327993116,-0.03259051243571279,-0.011112544559081701,0.013340866618324466,-0.007097241076606939,-0.013364016284946195,0.002651192291545436,-0.04479188454505752,-0.02454080335985096,-0.00381965443183992,0.032975271686070784,-0.030791833323227796,-0.0222601320061294,-0.02318863254172471,0.009082000730871878,0.031480074390946584,-0.028786312092846024,-0.02485689595376217,0.011956807499018209,-0.021493397961767653,-0.0495900297133669,0.008980432105879007,0.01232653872388656,0.015153597392808015,-0.06323795206715366,0.017734133852598064,0.020468537871420465,0.0008375237197219164,0.009882033046439075,-0.05522053199917605,0.012383024710203076,-0.011470842499639552,0.004449745970190187,0.0021299284303174385,-0.02933144079344232,0.0023876457551412805,-0.045295607348811676,0.004616114426495505,0.012159098792897121,-0.035837843732237584,0.020576866262724768,0.014635893080771735,-0.04489537775267828,-0.029563618651207765,0.006420448842800482,0.012325189225785715,-0.028373668487572595,-0.002813795313026487,-0.05929658611894734,0.00854071790131907,0.03338470120225762,-0.013195384709408373,-0.012927983900742245,-0.01833428598443668,-0.01186636729039248,-0.04777703076890349,0.006055726680104975,0.005487554057993474,-0.0002640903163616446,0.0208247985625703,-0.03683334161242698,-0.017487575983760106,0.02920456024172613,-0.003269518158702711,0.006007623927711875,-0.021436494145261685,0.011717184299357301,-0.0600221533677351
2013-01-31,0.17669587383353405,0.09029849141300432,0.06919295708702328,0.06841943776009068,0.05044196329538104,0.06117431831613805,-0.06834105389543876,0.054580191816430444,0.04400299215826163,0.0740210283486247,0.05187178171511783,-0.08515287146623922,0.06448051898825127,0.055904907785179064,0.053355654677250765,0.0930486570066544,0.07235815122498102,0.04582764319421838,0.04838461675829926,-0.08565771497338089,0.0771976177076201,0.06916111808443562,0.04258607424115427,0.07150889940067763,-0.04439682166689143,0.06120800521552894,-0.04446203701771989,0.047426777052325356,0.06280718015603905,0.09013169990348237,0.07914234561558944,0.09478502070924111,0.048557331772033335,0.055065231617067695,-0.048760023277138784,0.08094725678550305,0.08716782489368581,0.03045045911665753,0.06826893113705147,-0.0397599495599011,0.04026986881494934,0.06605102078881417,-0.04882084388716268,0.060773311832836824,0.10707020274031213,0.046737081402081965,-0.05194911387937513,0.04901513361480679,0.058216817388898154,0.10707020274031213,0.0978610509799594,0.05314179288699789,0.06285067305305433,0.0427445168775837,-0.06282973499674614,0.0741956924039419,0.03897061671594568,0.09460825183053215,0.05896889824741252,-0.033192427355850755,0.062041187558475,0.0401901574704368,0.06573200230854022,0.060376350636650415,-0.0641255767764199,0.11174402474171724,0.04892399826501023,0.05670976509015945,0.053694953118432864,-0.011449581972510052,0.08347464278080037,0.045388026682856866,0.05973307799103785,0.0600486275690914,-0.03353706908613426,0.04260421920752007,0.08585174097033849,0.06905914480501096,-0.03064694496416994,0.051602899066737366,-0.08391287721770808,0.06820068878028107,0.04850261131719735,0.047653094315021294,0.051622736539151295,0.03753261080671132,0.06766447451126793,-0.08487683932033092,0.04469978204755119,0.08067940798169713,0.11356170120365412,0.07220740391770518,0.06252707880133587,0.052921899536623705,-0.0422307542637836,0.12103993562822228,0.06459804408050954,0.029104197166445814,0.06536650397230985,-0.05902329184400896
2013-02-28,0.004775324288848817,0.04576928298550982,0.024209633705397235,0.003831563578536323,0.023897930440055965,0.004792865893539218,0.02121029669443251,0.010571081079675823,0.015817331365185087,0.019406332780420244,0.010326272321723971,-0.017820055054864743,0.041448937012895364,0.03346441807580798,0.013523464039412974,-0.011588470519687274,0.04241896546066724,0.037052063756484586,0.027961568530833526,-0.02182292765162226,0.011558182003615513,0.01994165001756503,0.03570391153327791,0.034685213225869906,-0.013602407498812504,0.02908215535543495,-0.004069452522802176,0.02188390342848233,0.0480636889937038,-0.007432798325034103,0.03959947353040345,-0.003201148465701843,0.05165141421260047,0.007872927679280158,-0.00986643745706103,0.042626652731732724,0.005151045484951052,0.026922160544913958,0.03979784918195193,-0.016370619072877613,0.006125889240926191,0.02983666686363367,-0.006610907129991984,0.049232271870272355,-0.04174614056485295,0.007167111482713573,-0.0030933926989683896,0.015023957191309445,0.04368720940255365,-0.011418687339742148,0.013509152806155805,-0.006741905843300267,0.03488348388898643,0.0364673414156711,-0.012888942722642434,0.03523375014044911,0.0201937243954691,0.002319469373515368,0.03661744671968391,-0.021088629731997283,0.022616104134539416,0.014736488587072417,0.03358857495885411,0.033940558005819646,-0.02297068427343739,0.011457163912814077,0.0003734695188108152,0.031150163989357837,0.022200440022492742,0.01131870378904159,0.013480240172527847,0.021529626554148504,0.003976958653854064,0.04249077644429357,-0.017823710508386704,0.009492145555642751,0.039014660740245906,-0.0007559382035331,0.017815238299611943,0.002826242828639672,-0.022845763862815616,0.03980170353474259,-0.0004811063997963932,0.024892694544702117,0.03478114649880757,0.017650371821863374,0.023765076252740006,-0.014784196397990482,0.016077845168150084,0.03314608594221754,-0.020826321761698928,0.018497479391597252,0.038157503947469786,0.023854444205697094,-0.0060565203817161475,0.02718943801397667,0.009752908115949031,0.024953178369747944,0.03512597523756895,-0.016299158070729368
2013-03-31,0.05752007484046779,0.040855488208100366,0.05080513707434287,0.028715473502411264,0.029882101370592443,0.03143551621622875,0.022127477465308576,0.03442480285624383,0.012483639875076422,0.0685147237989697,0.05392873085837817,0.018610561385660033,0.018115052272442724,0.010167631184568144,0.04759487127736537,0.01906344945900469,0.061381788248536524,0.07237788335224496,0.006019178780639149,0.013691740283779901,0.03761154556032328,0.011074219151737482,0.04830510288550717,0.06388140887108956,0.01178456704809782,0.08045396367586796,0.02766078310591149,0.03674304106361843,0.019292092677115093,0.006324781709855635,0.08145282083661444,0.025486480606589642,0.06422214333654509,0.016805602270597624,0.02699190357484169,0.07411920787821308,0.03148043357083167,0.054325229849519735,0.026108692849795702,0.01454832431303082,0.07126267057733969,0.0377604679944146,0.015809791193006538,0.013247113771839882,0.027371428465928088,0.05225668496787049,0.026736675486848396,0.028101289555856515,0.010656939796042628,0.026085870822437844,0.03899213991670017,0.018935424722888967,0.020690497580771277,0.03525394062067809,0.027830652699288083,0.04296830777476332,0.058174806060555195,0.012059646479547687,0.03905786641577517,0.003200784919450826,0.061232556845559345,0.01088672562825344,0.05844271169681234,0.03345294957535791,0.020368664038581952,0.05242949475421586,0.040689480910876506,0.04205675206698542,0.04682241866410835,0.011292791653654039,0.024378660080562373,0.05542581633420626,0.047515454002562865,0.035434983488554284,0.007336350850485984,0.04784447788779954,0.03505286774054604,0.042991618204939436,0.016892947070349197,0.0213087291155398,0.004417877892870056,0.005296134386009914,0.02507409494924229,0.06664676240481367,0.06161018608568682,0.06306036042399499,0.03625354231963159,0.026371774339995404,0.03598223969703849,-0.005213228756709623,0.017578655914165662,0.020313305106862047,0.05532384859588607,0.02210556037407006,0.027102765517342406,0.08708876267733796,0.027131035639442556,0.04631555212099314,0.02441004136812639,0.016087254387124758
2013-04-30,-0.009699995475372588,0.028813198632339124,0.027500018988390083,0.028988630177651693,0.037905238724229115,0.027306205580360725,0.037357287769811176,0.013648351582666796,0.05288695265442861,0.021962121727492782,0.01790075281776839,0.00965471436672582,0.047430065171639835,0.010037479610314832,0.09185371276964656,0.017658118407044752,0.01877447204284233,0.03666391391934622,0.044377169449836516,0.012282185972012314,0.006272748783890015,0.0637240560003926,-0.012866000651278648,0.01535904369808185,0.03816782238388057,0.03232048871641587,0.04358756865417245,-0.014727768840130603,0.03441185739235029,0.01398572372679802,0.05355942818523614,0.023118930532526817,0.019594677246382267,0.010232947364140967,0.07188925045701719,0.0634634830916401,0.02057420319058674,0.0118230625497301,0.03581118641841703,0.027464468635265065,0.033018050109080134,-0.008869243175548248,0.044805316478775406,0.013805591868225515,0.060721953681552976,0.033657724318125956,0.00599845600012381,0.06254179700687512,0.018012016738883998,0.06190678464045719,0.007989389167473639,0.05135100353583669,0.02767563476435551,-0.03412216495521795,0.04506913432662558,0.03675531918921942,0.013847163848236081,0.0438700033972136,0.03332656140558885,0.03695376623083721,0.01643096731938929,0.027315623016371072,0.0030306271524021093,-0.023481636942293233,0.07867478698424728,0.0472437302650931,0.028326242677556825,0.02118706353057805,0.023785986370265376,0.03007380878486885,0.0049342969823680085,0.0324347860197222,0.029871430566542533,0.013118180579453432,0.03684997349762194,0.023771826330943515,0.020438929879847835,0.005602237042874114,0.015399378284967926,0.049758626062716124,-0.0011010487186202834,0.04877756869737251,0.033238723153185816,0.024631000063783458,0.03419519701229898,0.0348907782761336,-0.0019471232317090734,0.0223438831312206,0.0499501170496076,0.03556455082062684,0.0634634830916401,0.01031265528490397,0.01957248728463041,0.013674395940418234,0.04884647510086158,0.06277708292975367,0.016616732069052502,0.02894735384542268,0.01954783562918561,0.044257890297654714
2013-05-31,0.09280878989565028,0.09932779668318074,0.01388143457299139,0.018045501016552848,0.0268924283798139,0.05818324214658329,0.0038191239774585848,0.027284976637239246,0.0614789538888525,-0.030298499807057143,0.018280374131632037,0.013047733148248242,-0.0012362062869328443,0.051965509222714895,0.026858524910744624,0.0072584047262740274,0.0062645701215550634,0.018920523419216833,0.05777376278645576,0.017825918991052365,0.0075650990165528585,0.041659178620339576,0.06851458527497252,0.027983681693995732,-0.012156454229377122,0.06718243597905317,0.017577419646898514,0.027150328601211318,0.028924853942818768,0.042881500029809234,0.02876642293310665,-0.01897505964382549,0.051232001572451946,0.03518721204406268,0.010390335721423958,0.03288965813824627,0.00292078303431437,-0.00889397265882188,0.04110603102066796,0.03360007201580398,-0.009203334095690692,0.010876052919167439,0.036443495085753896,0.03782141606355048,0.026886744397997264,-0.004691699556899947,0.017522956233237377,0.04282412814936351,0.04038095461440136,0.013137717510802602,0.00824735169000627,0.02845548022090302,0.04127025126798838,0.005556661247008878,0.02649426744812399,0.004437260889948724,0.04103089119985242,0.03663129258936264,0.020519508069001047,-0.009762284233486842,0.02361191863477391,0.010134607298856338,0.07177596596412558,-0.01020940425915209,0.016517275692356944,0.04726840693812713,-0.021347843516292857,0.012035052663094122,0.040547601316531165,0.038925695863030164,0.06682196000232361,-0.02314467656120157,0.010642674740769636,0.024981693969628536,0.03856783459252694,0.009450752471144045,0.006713818803815063,0.047353758020537,0.029893355518726798,0.03172102312732434,0.018288461419975317,0.0391934093178725,0.07266445050799482,-0.005746378577140836,-0.007659034959638626,-0.02238805520341706,0.020065344591231788,0.027182722454448596,0.06311586368874297,0.049278015332855835,0.04726840693812713,0.01767568033471201,0.003791953987205165,0.036833273721331626,0.025253760594026398,0.05318913614348253,-0.019923882790087593,0.029619504847664645,0.03598645298393664,0.03262569686669545
2013-06-30,-0.005468415274576028,0.02595965402946304,-0.01779012023328566,-0.004349810743468965,0.001493345366090358,0.0049368182194909575,0.0016364459967771092,0.0022903842782910754,-0.05284108575650569,8.533104872309904e-05,0.010914814966799833,-0.08411823272138394,0.0006333401068618367,0.007259436638488085,-0.012095964300405899,-0.04582670975439849,-7.369078587278e-05,0.01010666908548939,-0.004886148438519024,-0.018694578786990775,-0.03944456426462591,0.0007219578552390473,-0.0007275992271644416,-0.025624889250654363,0.005369858862324997,-0.008663293973463599,-0.03874550718502082,-0.009487161182270195,0.0071625937369833755,-0.003150701377978066,0.006620283047339005,0.013116095066914543,0.00658958550993217,-0.05533743296196022,-0.0064814857585566935,0.01816702004742379,0.012276929775813796,-0.004975372226120354,-0.00013498127766477632,-0.059862176809467225,0.003714463953451798,0.010171796374207436,-0.04129457624033938,-0.02316354324724862,0.0028186371801281916,0.0019506865605404687,-0.05168303602119783,0.0039481099734999395,-0.021337323134816316,0.0008983517866933213,0.00713034047287187,0.008127004841899007,-0.00549972252415049,-0.005686328558319978,-0.04500696243471845,-0.012735154087784816,-0.030744156415189683,-0.002030181970999341,-0.017339819684287213,0.0031398215595862524,0.008161079376227957,-0.05983629306337524,-0.0001430884712910627,0.002525406705799694,-0.010270258970772207,0.0234834313707912,-0.006843050239296557,0.01146796224941987,-0.0017845948992573845,-0.0366027393516504,0.020407756879742618,-0.006364941751345497,0.00815531452936091,0.009843058102608831,-0.0630370038126823,0.005567707736877339,-0.0005746596621266277,0.009271447150901651,-0.03482962949038378,-0.01164412117054195,-0.08719155348108042,0.006154707338600255,0.00859441722986159,-0.003091121355531556,-0.0039044402386776036,-0.00022348327981639923,0.0010022673538382534,-0.06887525867735195,-0.006012111854180396,0.001049928798125756,0.02415179481221459,0.005446384404093309,-0.0018921948930222122,-0.001365513437215182,-0.05079333696419967,0.005176975125837033,0.017157878091663505,0.001439006371677922,-0.015529078931346012,-0.06040553998351024
2013-07-31,0.09858691317796575,0.05645023275925017,0.048010371862942644,0.06166080852095719,0.04234770316963894,0.08353760731292569,0.11866634754118761,0.06415022433312179,0.00823363381098547,0.02580054379793268,0.05117859435497036,0.12100413103932652,0.05288589794974427,0.020683906544636508,0.07363917684400043,0.055550925078872875,0.052412084789825356,0.09892473077778892,0.06118662417658878,-0.009084219048068148,0.08846130270787295,0.03246965218999221,0.023600838079960447,0.08653903139752997,0.12513228833661408,0.03600322028094627,0.0742971243278077,0.01261602377393228,0.030106518783476498,0.15717123888605958,0.06246192728985359,0.16100578148599315,0.02599001113081434,0.07203960102968938,0.04724813592606321,0.060579345239396225,0.07415773834367728,0.08036369718824242,0.06769456211124503,-0.016852181915499788,0.03988248757803079,0.06197476863310042,0.0901394539603195,0.013957407463905318,0.0656719530327876,0.04060639270809124,0.06229508720696705,0.08930957671971619,0.0065635772423586515,0.17270658846145293,0.06819285458965127,0.09018205101508313,0.03872342282852735,0.07108277795006288,0.03910179107361386,0.09891633148900074,0.014734846358469979,0.02303682889597315,0.1412363012416676,0.053791835809677266,0.06498614168005404,0.05550147121305657,0.06078425930646633,0.059998763376726355,0.05001201174222737,0.06743586902482117,0.05382578980240907,0.05498632975170121,0.11531315147524386,0.018160060470188675,0.08064975006691984,0.04965898766445795,0.055676064906969996,0.055624972239022824,0.06553846788686611,0.061463697417888825,0.05745402428625637,0.06647644089638442,0.09140884724990796,0.031496786086803244,0.04797928268795843,0.08682798410809224,0.008901114301882515,0.07462949031581483,0.04991502670397475,0.05717387675908682,0.0743340405989673,0.11833401283210346,0.0036604112124523163,0.02135154312443716,0.07781974690814625,0.1513376899260534,0.047055790966030665,0.03833356476095076,0.059889930735059896,0.07468863492698843,0.06724257807663155,0.04879555116851116,0.06007907202479979,0.07972161449977704
